Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Lymphoid Progenitor Cell Differentiation (GO:0002320)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	FLT3
Macrophage Derived Foam Cell Differentiation (GO:0010742)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	WNT5A
Membrane Biogenesis (GO:0044091)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	SERINC1
Membrane Invagination (GO:0010324)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	FCHO2
Negative Regulation Of T-helper 17 Type Immune Response (GO:2000317)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	RC3H1
Negative Regulation Of Catecholamine Secretion (GO:0033604)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	CRH
Negative Regulation Of Double-Strand Break Repair Via Nonhomologous End Joining (GO:2001033)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	ERCC6
Negative Regulation Of Establishment Of Protein Localization To Mitochondrion (GO:1903748)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	DNAJA1
Negative Regulation Of Glycogen Metabolic Process (GO:0070874)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	GSK3B
Negative Regulation Of Heart Rate (GO:0010459)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	PLN
Negative Regulation Of Hematopoietic Progenitor Cell Differentiation (GO:1901533)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	METTL14
Negative Regulation Of Lymphocyte Differentiation (GO:0045620)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	INHBA
Negative Regulation Of Meiotic Nuclear Division (GO:0045835)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	ERCC4
Negative Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051045)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	ROCK1
Negative Regulation Of Plasminogen Activation (GO:0010757)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	SERPINE2
Negative Regulation Of Smooth Muscle Cell Apoptotic Process (GO:0034392)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	IGF1
Negative Regulation Of Stress-Activated Protein Kinase Signaling Cascade (GO:0070303)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	FOXO1
Negative Regulation Of Type 2 Immune Response (GO:0002829)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	SOCS5
Neurotransmitter Receptor Transport, Endosome To Postsynaptic Membrane (GO:0098887)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	NCOA2
Nose Development (GO:0043584)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	SMCHD1
Nucleobase Biosynthetic Process (GO:0046112)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	GMPS
Nucleotide-Binding Oligomerization Domain Containing 2 Signaling Pathway (GO:0070431)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	RIPK2
Polyamine Biosynthetic Process (GO:0006596)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	SLC38A2
Positive Regulation Of B Cell Receptor Signaling Pathway (GO:0050861)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	FOXP1
Positive Regulation Of IRE1-mediated Unfolded Protein Response (GO:1903896)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	BCL2L11
Positive Regulation Of Amyloid-Beta Clearance (GO:1900223)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	ROCK1
Positive Regulation Of Aspartic-Type Endopeptidase Activity Involved In Amyloid Precursor Protein Catabolic Process (GO:1902961)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	ROCK2
Positive Regulation Of Autophagosome Maturation (GO:1901098)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	CALCOCO2
Positive Regulation Of Chemokine (C-X-C Motif) Ligand 2 Production (GO:2000343)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	TLR4
Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Signaling Pathway (GO:2001269)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	JAK2
Positive Regulation Of Fibroblast Apoptotic Process (GO:2000271)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	TP63
Positive Regulation Of Kidney Development (GO:0090184)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	PPP3CA
Positive Regulation Of Leukocyte Tethering Or Rolling (GO:1903238)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	SELP
Positive Regulation Of Lipopolysaccharide-Mediated Signaling Pathway (GO:0031666)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	SASH1
Positive Regulation Of Membrane Depolarization (GO:1904181)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	DCN
Positive Regulation Of Multicellular Organism Growth (GO:0040018)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	GHR
Positive Regulation Of Protein Localization To Centrosome (GO:1904781)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	GSK3B
Positive Regulation Of Toll-Like Receptor 3 Signaling Pathway (GO:0034141)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	WDFY1
protein-DNA Covalent Cross-Linking Repair (GO:0106300)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	VCPIP1
Purine Ribonucleoside Metabolic Process (GO:0046128)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	NT5C2
rDNA Heterochromatin Formation (GO:0000183)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	SIRT1
Regulation Of NK T Cell Proliferation (GO:0051140)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	JAK2
Regulation Of Rab Protein Signal Transduction (GO:0032483)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	DENND4A
Regulation Of T Cell Tolerance Induction (GO:0002664)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	TGFBR2
Regulation Of T-helper 1 Cell Differentiation (GO:0045625)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	SOCS5
Regulation Of T-helper Cell Differentiation (GO:0045622)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	RC3H1
Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050854)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	RC3H1
Regulation Of Bile Acid Metabolic Process (GO:1904251)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	SIRT1
Regulation Of Cardiac Muscle Cell Membrane Potential (GO:0086036)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	PLN
Regulation Of Cardiac Muscle Hypertrophy In Response To Stress (GO:1903242)	1/6	0.2022244212650395	0.49578121504386585	0	0	5.2184281842818425	8.341016639608092	FOXO1
Telomere Organization (GO:0032200)	4/63	0.20345889338313652	0.498409285947348	0	0	1.771197970713709	2.820263106275637	YY1;RAD50;XRCC5;ERCC4
Mitotic Spindle Organization (GO:0007052)	5/85	0.20569082277782813	0.5034746635750988	0	0	1.6332595367847411	2.58280575945817	TNKS;ABRAXAS2;SMC3;PIBF1;MAP9
Regulation Of Centrosome Cycle (GO:0046605)	2/23	0.20809999586334965	0.5045396737651332	0	0	2.486269948956516	3.9027888504832355	CHMP1B;SIRT1
Artery Development (GO:0060840)	2/23	0.20809999586334965	0.5045396737651332	0	0	2.486269948956516	3.9027888504832355	BMPR2;TGFBR2
Axon Extension (GO:0048675)	2/23	0.20809999586334965	0.5045396737651332	0	0	2.486269948956516	3.9027888504832355	PPP3CB;MAP1B
Cellular Lipid Catabolic Process (GO:0044242)	2/23	0.20809999586334965	0.5045396737651332	0	0	2.486269948956516	3.9027888504832355	ACOX1;CYP1B1
Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034143)	2/23	0.20809999586334965	0.5045396737651332	0	0	2.486269948956516	3.9027888504832355	WDFY1;APPL1
Negative Regulation Of Neuron Differentiation (GO:0045665)	2/23	0.20809999586334965	0.5045396737651332	0	0	2.486269948956516	3.9027888504832355	GSK3B;CNTN4
Negative Regulation Of Protein Depolymerization (GO:1901880)	2/23	0.20809999586334965	0.5045396737651332	0	0	2.486269948956516	3.9027888504832355	PIK3CA;ATXN7
Positive Regulation Of Cell-Substrate Junction Organization (GO:0150117)	2/23	0.20809999586334965	0.5045396737651332	0	0	2.486269948956516	3.9027888504832355	ROCK1;TEK
Positive Regulation Of Lamellipodium Assembly (GO:0010592)	2/23	0.20809999586334965	0.5045396737651332	0	0	2.486269948956516	3.9027888504832355	ACTR2;PIK3CA
Positive Regulation Of Neuron Apoptotic Process (GO:0043525)	2/23	0.20809999586334965	0.5045396737651332	0	0	2.486269948956516	3.9027888504832355	PRNP;FOXO3
Positive Regulation Of Protein Targeting To Membrane (GO:0090314)	2/23	0.20809999586334965	0.5045396737651332	0	0	2.486269948956516	3.9027888504832355	PRNP;TCAF1
Protein Targeting To ER (GO:0045047)	2/23	0.20809999586334965	0.5045396737651332	0	0	2.486269948956516	3.9027888504832355	MAN1A1;SEC62
Glycerophospholipid Biosynthetic Process (GO:0046474)	6/108	0.20994555106517623	0.507250350779641	0	0	1.5375170532060027	2.399921227102988	INPP4B;PIKFYVE;SYNJ1;BMX;PIK3C2A;MTM1
Lipid Transport (GO:0006869)	6/108	0.20994555106517623	0.507250350779641	0	0	1.5375170532060027	2.399921227102988	OSBPL8;BLTP3B;ABCA9;ARID4A;CERT1;BLTP1
Regulation Of Secretion By Cell (GO:1903530)	4/64	0.2111970698383016	0.507250350779641	0	0	1.7415873015873016	2.708104862137487	MCTP1;RIC1;STXBP5;RAB8B
Positive Regulation Of Cysteine-Type Endopeptidase Activity (GO:2001056)	4/64	0.2111970698383016	0.507250350779641	0	0	1.7415873015873016	2.708104862137487	ASPH;RIPK2;SIRT1;MAP3K5
Positive Regulation Of Interleukin-1 Production (GO:0032732)	4/64	0.2111970698383016	0.507250350779641	0	0	1.7415873015873016	2.708104862137487	RIPK2;WNT5A;JAK2;TLR4
Regulation Of Intracellular Signal Transduction (GO:1902531)	14/297	0.21133063841223232	0.507250350779641	0	0	1.2949530888266114	2.012786202538381	STARD13;DYRK2;ARHGEF12;SGMS1;WNT5A;ARHGAP29;ARHGAP5;ARHGAP26;GNA13;CYLD;FGD4;NUAK1;TEK;PAK2
Energy Derivation By Oxidation Of Organic Compounds (GO:0015980)	3/43	0.2115860134222817	0.507250350779641	0	0	1.9586616847826086	3.042043844373672	GFPT1;ADGRF5;LEPR
Intracellular Glucose Homeostasis (GO:0001678)	3/43	0.2115860134222817	0.507250350779641	0	0	1.9586616847826086	3.042043844373672	NUCKS1;SIRT1;FOXO1
Positive Regulation Of Stress Fiber Assembly (GO:0051496)	3/43	0.2115860134222817	0.507250350779641	0	0	1.9586616847826086	3.042043844373672	ROCK2;CCN2;PPM1E
Positive Regulation Of Protein Modification Process (GO:0031401)	11/225	0.21195604237870166	0.507250350779641	0	0	1.34485082674335	2.086369797926492	FXR1;MOB1A;RALB;ROCK2;RB1CC1;PELI2;LEPR;DYRK1A;NPTN;TEK;SIRT1
Negative Regulation Of Developmental Process (GO:0051093)	6/109	0.21582346719499437	0.507250350779641	0	0	1.5225102319236017	2.334456544947486	HDAC2;ROCK1;ROCK2;ARID4A;RC3H1;SMARCA2
Regulation Of Type II Interferon Production (GO:0032649)	5/87	0.21898506411867685	0.507250350779641	0	0	1.593257792250947	2.4197630631500644	PRNP;INHBA;JAK2;TLR4;IL18R1
Cellular Response To Light Stimulus (GO:0071482)	4/65	0.21901649098348488	0.507250350779641	0	0	1.7129474740715958	2.601296167151444	YY1;USP47;ERCC4;RHBDD1
Positive Regulation Of T Cell Proliferation (GO:0042102)	4/65	0.21901649098348488	0.507250350779641	0	0	1.7129474740715958	2.601296167151444	PPP3CA;IGF1;JAK2;IL6ST
Regulation Of Insulin Receptor Signaling Pathway (GO:0046626)	3/44	0.22132295119047332	0.507250350779641	0	0	1.9107900318133617	2.881724216219497	IRS1;NUCKS1;SIRT1
Regulation Of Transport (GO:0051049)	3/44	0.22132295119047332	0.507250350779641	0	0	1.9107900318133617	2.881724216219497	DNAJA1;LEPR;GAPVD1
Negative Regulation Of Immune System Process (GO:0002683)	3/44	0.22132295119047332	0.507250350779641	0	0	1.9107900318133617	2.881724216219497	OTUD4;IRAK3;CD200
Nucleus Organization (GO:0006997)	3/44	0.22132295119047332	0.507250350779641	0	0	1.9107900318133617	2.881724216219497	ATXN7;CHMP1B;REEP3
Regulation Of DNA Recombination (GO:0000018)	3/44	0.22132295119047332	0.507250350779641	0	0	1.9107900318133617	2.881724216219497	RAD50;USP51;KPNA1
Regulation Of DNA-templated Transcription Elongation (GO:0032784)	3/44	0.22132295119047332	0.507250350779641	0	0	1.9107900318133617	2.881724216219497	ERCC6;INTS6;ZMYND11
Regulation Of Cell-Substrate Adhesion (GO:0010810)	3/44	0.22132295119047332	0.507250350779641	0	0	1.9107900318133617	2.881724216219497	PKP2;PIK3CB;JAK2
ERK1 And ERK2 Cascade (GO:0070371)	2/24	0.22182231608108188	0.507250350779641	0	0	2.373134328358209	3.5736521895498923	MAPK1;IGF1
Regulation Of Microtubule Depolymerization (GO:0031114)	2/24	0.22182231608108188	0.507250350779641	0	0	2.373134328358209	3.5736521895498923	ATXN7;MAP1B
Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903050)	2/24	0.22182231608108188	0.507250350779641	0	0	2.373134328358209	3.5736521895498923	LATS1;UBE3A
Regulation Of Supramolecular Fiber Organization (GO:1902903)	2/24	0.22182231608108188	0.507250350779641	0	0	2.373134328358209	3.5736521895498923	PIK3CA;MAP1B
Endosome Transport Via Multivesicular Body Sorting Pathway (GO:0032509)	2/24	0.22182231608108188	0.507250350779641	0	0	2.373134328358209	3.5736521895498923	CHMP1B;DENND10
Stress Granule Assembly (GO:0034063)	2/24	0.22182231608108188	0.507250350779641	0	0	2.373134328358209	3.5736521895498923	DDX6;CSDE1
Gliogenesis (GO:0042063)	2/24	0.22182231608108188	0.507250350779641	0	0	2.373134328358209	3.5736521895498923	METTL14;VCAN
Lipid Translocation (GO:0034204)	2/24	0.22182231608108188	0.507250350779641	0	0	2.373134328358209	3.5736521895498923	TMEM30A;TMEM30B
Multivesicular Body Sorting Pathway (GO:0071985)	2/24	0.22182231608108188	0.507250350779641	0	0	2.373134328358209	3.5736521895498923	CHMP1B;DENND10
Positive Regulation Of ERBB Signaling Pathway (GO:1901186)	2/24	0.22182231608108188	0.507250350779641	0	0	2.373134328358209	3.5736521895498923	BCAR3;RALB
Positive Regulation Of Lipid Metabolic Process (GO:0045834)	2/24	0.22182231608108188	0.507250350779641	0	0	2.373134328358209	3.5736521895498923	CREB1;CREBL2
Protein Kinase B Signaling (GO:0043491)	2/24	0.22182231608108188	0.507250350779641	0	0	2.373134328358209	3.5736521895498923	SETX;IGF1
Regulation Of MAPK Cascade (GO:0043408)	10/204	0.2238227284322506	0.507250350779641	0	0	1.3481962298304413	2.0181161921022572	BCAR3;ROCK1;FLT3;ROCK2;PELI2;NBR1;MAPK1;IGF1;TEK;PAK2
Regulation Of Endocytosis (GO:0030100)	4/66	0.22691202069846636	0.507250350779641	0	0	1.6852315119596226	2.4995234313298904	RAB4A;MCTP1;ROCK1;RUFY2
Response To Reactive Oxygen Species (GO:0000302)	4/66	0.22691202069846636	0.507250350779641	0	0	1.6852315119596226	2.4995234313298904	CHUK;STK24;MAPK1;SIRT1
Mitotic Sister Chromatid Segregation (GO:0000070)	6/111	0.22774391385483359	0.507250350779641	0	0	1.493354122003508	2.209467400272039	CHMP1B;ABRAXAS2;SMC3;PIBF1;MAP9;WAPL
Regulation Of Cellular Metabolic Process (GO:0031323)	3/45	0.2311473431497766	0.507250350779641	0	0	1.8651979813664596	2.7319553390649935	NUAK1;PDK4;CYP1B1
Regulation Of Protein Modification Process (GO:0031399)	3/45	0.2311473431497766	0.507250350779641	0	0	1.8651979813664596	2.7319553390649935	RB1CC1;PHIP;IGF1
Regulation Of Stem Cell Differentiation (GO:2000736)	3/45	0.2311473431497766	0.507250350779641	0	0	1.8651979813664596	2.7319553390649935	NUDT21;HDAC2;BMPR1A
Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173)	3/45	0.2311473431497766	0.507250350779641	0	0	1.8651979813664596	2.7319553390649935	PIK3CA;PIK3C2A;SOS1
Establishment Of Protein Localization To Extracellular Region (GO:0035592)	3/45	0.2311473431497766	0.507250350779641	0	0	1.8651979813664596	2.7319553390649935	GOLPH3;SEL1L;RAB8B
Negative Regulation Of Response To Biotic Stimulus (GO:0002832)	3/45	0.2311473431497766	0.507250350779641	0	0	1.8651979813664596	2.7319553390649935	PPP6C;PPM1B;IRAK3
Regulation Of Cytoplasmic Translational Elongation (GO:1900247)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	CPEB3
DNA Ligation (GO:0006266)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	XRCC4
Regulation Of Dopamine Receptor Signaling Pathway (GO:0060159)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	VPS35
ER Overload Response (GO:0006983)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	GSK3B
Regulation Of Endodeoxyribonuclease Activity (GO:0032071)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	SIRT1
Regulation Of Epithelial To Mesenchymal Transition Involved In Endocardial Cushion Formation (GO:1905005)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	TGFBR2
Regulation Of Establishment Of Protein Localization To Mitochondrion (GO:1903747)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	DNAJA1
Regulation Of Extent Of Cell Growth (GO:0061387)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	GSK3B
Regulation Of Extracellular Matrix Constituent Secretion (GO:0003330)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	RIC1
N-terminal Peptidyl-Methionine Acetylation (GO:0017196)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	NAA30
T-helper 17 Cell Lineage Commitment (GO:0072540)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	JAK1
TRIF-dependent Toll-Like Receptor Signaling Pathway (GO:0035666)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	TLR4
Regulation Of Leukocyte Proliferation (GO:0070663)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	JAK2
Regulation Of Lipoprotein Metabolic Process (GO:0050746)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	RB1CC1
Amine Transport (GO:0015837)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	SLC18A2
Anterograde Axonal Protein Transport (GO:0099641)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	KIF5B
Regulation Of Myeloid Leukocyte Differentiation (GO:0002761)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	FOXP1
Arginine Catabolic Process (GO:0006527)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	OAT
Aromatic Compound Catabolic Process (GO:0019439)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	TET2
Regulation Of Nitric Oxide Metabolic Process (GO:0080164)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	JAK2
Axo-Dendritic Protein Transport (GO:0099640)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	KIF5B
Axon Ensheathment In Central Nervous System (GO:0032291)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	GPM6B
Regulation Of Oxidative Stress-Induced Cell Death (GO:1903201)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	UBQLN1
Regulation Of Protein Localization To Cilium (GO:1903564)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	GSK3B
Regulation Of Response To Wounding (GO:1903034)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	STK24
Cellular Response To Interferon-Alpha (GO:0035457)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	PDE12
Cellular Response To Interleukin-2 (GO:0071352)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	JAK1
Cellular Response To Nitric Oxide (GO:0071732)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	FOXO1
Cellular Response To Reactive Nitrogen Species (GO:1902170)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	FOXO1
Regulation Of Wound Healing, Spreading Of Epidermal Cells (GO:1903689)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	PHLDB2
Response To UV-C (GO:0010225)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	YY1
Response To Auditory Stimulus (GO:0010996)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	USP53
Coronary Vasculature Development (GO:0060976)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	MYOCD
Cytochrome Complex Assembly (GO:0017004)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	SLC25A46
Dendritic Spine Maintenance (GO:0097062)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	PRNP
Spermidine Metabolic Process (GO:0008216)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	SLC38A2
Stress-Induced Premature Senescence (GO:0090400)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	SIRT1
Ethanol Oxidation (GO:0006069)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	ADH1B
tRNA Transcription By RNA Polymerase III (GO:0042797)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	GTF3C4
Foam Cell Differentiation (GO:0090077)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	WNT5A
Taurine Metabolic Process (GO:0019530)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	GHR
Termination Of RNA Polymerase II Transcription (GO:0006369)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	SETX
Transcription Initiation At RNA Polymerase I Promoter (GO:0006361)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	TAF1B
Venous Blood Vessel Development (GO:0060841)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	BMPR2
Histone Lysine Demethylation (GO:0070076)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	JMJD1C
Interleukin-2-Mediated Signaling Pathway (GO:0038110)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	JAK1
Intermediate Filament Bundle Assembly (GO:0045110)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	PKP2
Intracellular pH Elevation (GO:0051454)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	SLC26A3
Mammary Gland Epithelial Cell Differentiation (GO:0060644)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	LATS1
Myoblast Migration (GO:0051451)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	ROCK1
Natural Killer Cell Differentiation (GO:0001779)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	PBX1
Negative Regulation Of B Cell Apoptotic Process (GO:0002903)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	FOXP1
Negative Regulation Of RNA Catabolic Process (GO:1902369)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	PHAX
Negative Regulation Of T-helper 17 Cell Differentiation (GO:2000320)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	RC3H1
Negative Regulation Of Amyloid-Beta Clearance (GO:1900222)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	MYOCD
Negative Regulation Of Cell Cycle G2/M Phase Transition (GO:1902750)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	USP47
Negative Regulation Of Intracellular Transport (GO:0032387)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	PLN
Negative Regulation Of Keratinocyte Proliferation (GO:0010839)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	KLF9
Negative Regulation Of Macrophage Migration (GO:1905522)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	CD200
Negative Regulation Of Neural Precursor Cell Proliferation (GO:2000178)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	WNT5A
Negative Regulation Of Nitric Oxide Biosynthetic Process (GO:0045019)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	ROCK2
Negative Regulation Of Nitric Oxide Metabolic Process (GO:1904406)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	ROCK2
Negative Regulation Of Peptidyl-Lysine Acetylation (GO:2000757)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	SIRT1
Negative Regulation Of Protein K63-linked Ubiquitination (GO:1900045)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	TRIP12
Negative Regulation Of Vascular Associated Smooth Muscle Cell Differentiation (GO:1905064)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	PDCD4
Neuroepithelial Cell Differentiation (GO:0060563)	1/7	0.23171103405356278	0.507250350779641	0	0	4.3484643179765134	6.358603812482832	MAP1B
