Correlated Gene	Cytoband	Spearman's Correlation	p-Value	q-Value
SYNGR3	16p13.3	-0.0972005842259007	0.3941099753342505	0.6452431852329845
ELK1	Xp11.23	0.09720058422590065	0.3941099753342505	0.6452431852329845
MTMR3	22q12.2	-0.0971907360801603	0.3941581195763756	0.6452431852329845
SH2D3A	19p13.3	-0.0971847308466858	0.39418747883721916	0.6452431852329845
PPP4R3A	14q32.12	0.09717624148003914	0.3942289851038312	0.6452431852329845
RAMAC	15q25.2	0.09717624148003916	0.3942289851038312	0.6452431852329845
POU4F1	13q31.1	0.0971650678732458	0.3942836191267104	0.6452571816163304
C1ORF21	1q25.3	0.09712755598831514	0.3944670685933881	0.6452571816163304
FBXO2	1p36.22	-0.09712755598831511	0.3944670685933881	0.6452571816163304
LYN	8q12.1	0.09712755598831513	0.3944670685933881	0.6452571816163304
POLD4	11q13.2	-0.09712755598831511	0.3944670685933881	0.6452571816163304
SLC26A4	7q22.3	0.09712755598831603	0.3944670685933881	0.6452571816163304
UTP11	1p34.3	0.09710321324245352	0.39458614231011724	0.6452571816163304
PITHD1	1p36.11	-0.09710321324245352	0.39458614231011724	0.6452571816163304
OR52E2	11p15.4	0.09709802039460942	0.3946115461342612	0.6452571816163304
DYNLT4	1p34.1	-0.09708977533351952	0.39465188362048753	0.6452571816163304
SPO11	20q13.31	0.09708364680667811	0.3946818679256233	0.6452571816163304
EPHB1	3q22.2	0.09708123374915735	0.3946936743721573	0.6452571816163304
DMC1	22q13.1	0.09707887049659188	0.39470523733930507	0.6452571816163304
BPY2	Yq11.223	-0.09705879962260575	0.3948034485902	0.6452571816163304
PAX7	1p36.13	0.09705736075768352	0.39481048983282596	0.6452571816163304
S100Z	5q13.3	-0.0970545277507302	0.3948243536793231	0.6452571816163304
ADRA1D	20p13	-0.09705452775073024	0.3948243536793231	0.6452571816163304
IL17C	16q24.2	0.09703361762376174	0.39492669020172955	0.6453390457521285
TSPO	22q13.2	-0.09703018500486854	0.39494349132853745	0.6453390457521285
ACSS3	12q21.31	0.09700584225900681	0.39506265028531373	0.6454209160796512
PITPNC1	17q24.2	0.09700584225900681	0.39506265028531373	0.6454209160796512
PPFIA3	19q13.33	-0.09698149951314504	0.39518183054801237	0.645559202869352
SCUBE1	22q13.2	-0.09695719314151749	0.3953008539817404	0.6456972093219743
ADPRH	3q13.33	0.09693281402142147	0.39542025498461475	0.6458358083379121
CALML5	10p15.1	-0.09692572020065397	0.39545500222492036	0.645836131101733
POGZ	1q21.3	-0.09690847127555956	0.39553949915523456	0.6459176952659037
ZNF211	19q13.4	-0.09688412852969774	0.3956587646252049	0.6460560173950869
TOX	8q12.1	0.09685978578383676	0.3957780513928739	0.6461324922766406
MRPL45	17q12	-0.09685978578383676	0.3957780513928739	0.6461324922766406
KCNS2	8q22.2	0.09684470001009415	0.39585198690461065	0.6461324922766406
SLC26A5	7q22.1	-0.0968359450957124	0.3958948985685612	0.6461324922766406
ANKS1A	6p21.31	0.09683544303797484	0.3958973594565973	0.6461324922766406
MFAP5	12p13.31	0.09681909980512599	0.39597747245271564	0.6461324922766406
ENOX2	Xq26.1	0.09681110029211287	0.3960166888147152	0.6461324922766406
IPCEF1	6q25.2	0.0968111002921129	0.3960166888147152	0.6461324922766406
OLR1	12p13.2	0.09681110029211287	0.3960166888147152	0.6461324922766406
CSPG4P5	15q25.2	-0.09678911368772541	0.39612448655057764	0.6462519660577717
IL12B	5q33.3	-0.09673627820479987	0.39638360372910053	0.6466182655125295
ZDHHC7	16q24.1	0.09671372930866567	0.39649421915803407	0.6467422721397147
TSPAN33	7q32.1	-0.0966893865628045	0.3966136549632716	0.6468806432447811
BSN	3p21.31	-0.09666504381694238	0.3967331120529408	0.6469625807908596
PAICS	4q12	0.09666504381694238	0.3967331120529408	0.6469625807908596
CPB2	13q14.13	-0.0966526131284729	0.39679412134527414	0.6470056272075375
LGALS9	17q11.2	-0.09664070107108114	0.39685259042537924	0.6470445244502062
MAP2K5	15q23	0.09661635832521893	0.3969720900789142	0.6471829129465501
STIP1	11q13.1	-0.09656767283349539	0.39721115322258094	0.6475161844588564
ORAI1	12q24.31	-0.09654333008763404	0.3973307167093558	0.6476011823821727
NR0B1	Xp21.2	-0.09654295029572572	0.39733258228968804	0.6476011823821727
GGA3	17q25.1	-0.09649464459591033	0.3975699075044158	0.6479314979058453
OR1J2	9q33.2	-0.09645761258763516	0.39775190195415355	0.6480954388172636
H2BC26	1q42.13	-0.096453468763566	0.3977722699118741	0.6480954388172636
OR10G2	14q11.2	-0.09644877570540848	0.39779533824019864	0.6480954388172636
PLEKHG1	6q25.1	0.09644595910418739	0.3978091833835812	0.6480954388172636
CLEC3B	3p21.31	-0.09642748481129035	0.3979000017475036	0.648186904807502
ARHGAP10	4q31.23	0.09639727361246345	0.39804854433337433	0.6482238081900888
LINC01560	Xp11.3	0.09639727361246347	0.39804854433337433	0.6482238081900888
C1QA	1p36.12	-0.09639727361246342	0.39804854433337433	0.6482238081900888
ANO7L1	1p36.13	-0.09639466642391567	0.3980613649074001	0.6482238081900888
VAV1	19p13.3	-0.0963729308666019	0.3981682567055267	0.6483413956965515
CHCHD7	8q12.1	0.09634858812074032	0.3982879903402564	0.6484798713901588
DES	2q35	-0.0962999026290161	0.3985275213906784	0.6488133563278132
PRC1	15q26.1	-0.09627555988315442	0.39864731880296256	0.6488953614057628
CHRNA7	15q13.3	0.09627555988315442	0.39864731880296256	0.6488953614057628
PSAPL1	4p16.1	-0.09624940255292792	0.3987760699803121	0.6490484176005201
SLC36A2	5q33.1	0.09620992964750101	0.3989704093199571	0.64921348163367
ZCCHC7	9p13.2	0.09620253164557015	0.39900683856768226	0.64921348163367
ADGRB2	1p35.2	-0.09620253164556922	0.39900683856768504	0.64921348163367
POM121L12	7p12.1	0.09618583330733194	0.39908907175456276	0.64921348163367
DDX4	5q11.2	-0.09618292221602469	0.39910340883431283	0.64921348163367
CCDC160	Xq26.2	0.09617818889970742	0.3991267209928646	0.64921348163367
FBXO7	22q12.3	-0.0961781888997074	0.3991267209928646	0.64921348163367
TJP3	19p13.3	-0.0961723807571786	0.3991553278989872	0.64921348163367
ZNF74	22q11.21	-0.0961538461538465	0.39924662466697913	0.6492489912918522
CNIH2	11q13.2	-0.09615384615384649	0.39924662466697913	0.6492489912918522
RNF215	22q12.2	-0.09612950340798465	0.3993665495883407	0.6493566143610752
ZNF503	10q22.2	0.09612318196853852	0.39939769573445694	0.6493566143610752
OR10W1	11q12.1	-0.09611888737489657	0.3994188562958497	0.6493566143610752
MYOD1	11p15.1	0.09610692721612601	0.39947779054236254	0.6493566143610752
IFT25	1p32.3	-0.09610516066212277	0.399486495755222	0.6493566143610752
REP15	12p11.22	0.09608081791626086	0.39960646316589965	0.6493822147231298
MPP1	Xq28	0.09608081791626083	0.39960646316589965	0.6493822147231298
TMCO3	13q34	0.09608081791626083	0.39960646316589965	0.6493822147231298
FDXR	17q25.1	-0.096058813534146	0.39971492478855	0.6495020070473196
NOS3	7q36.1	0.09600778967867585	0.39996649284353625	0.6498542938482592
FLYWCH1	16p13.3	-0.09598344693281385	0.40008654521220366	0.6499363682672914
N4BP1	16q12.1	0.09598344693281383	0.40008654521220366	0.6499363682672914
PRR23E	3q21.3	-0.09597183121016155	0.4001438385516597	0.6499729556870155
CCDC149	4p15.2	-0.09595910418695176	0.400206618816048	0.6500184486513498
CLDN2	Xq22.3	0.09589774873241003	0.4005093563835258	0.6504341829855472
TSFM	12q14.1	-0.09588607594936728	0.40056696702132455	0.6504341829855472
GTF2A2	15q22.2	0.09588607594936725	0.40056696702132455	0.6504341829855472
MYL1	2q34	-0.09587596526232113	0.40061687193063356	0.6504587151046063
H2BC12	6p22.1	0.09586173320350509	0.4006871255485531	0.6505162791279402
CTDSP2	12q14.1	-0.0958373904576438	0.4008073053022838	0.6505418909451759
SNED1	2q37.3	0.09583739045764383	0.4008073053022838	0.6505418909451759
PWP1	12q23.3	0.09583739045764382	0.4008073053022838	0.6505418909451759
SAFB2	19p13.3	-0.09581304771178159	0.40092750628077867	0.6506804892261326
ADCK2	7q34	-0.09578870496592022	0.40104772848228476	0.6507626031700824
GALT	9p13.3	-0.09578870496592023	0.40104772848228476	0.6507626031700824
FNBP4	11p11.2	-0.09576436222005794	0.40116797190506714	0.6508447230360546
TFCP2	12q13.12-q13.13	0.09576436222005795	0.40116797190506714	0.6508447230360546
ZNF471	19q13.43	-0.09574001947419655	0.4012882365473671	0.6509833381740808
ZNF594	17p13.2	-0.09571567672833511	0.40140852240743563	0.6511163386579285
TLR9	3p21.2	-0.0957093301023958	0.4014398867507958	0.6511163386579285
PYCARD	16p11.2	-0.09566699123661121	0.401649157773888	0.6513992457285518
SLC8A2	19q13.32	-0.09561830574488818	0.40188987799036624	0.6517331039536667
ALX4	11p11.2	0.09557194676509381	0.4021191738689648	0.6519299037846586
RGL3	19p13.2	-0.09557020186521781	0.40212780580997054	0.6519299037846586
NOP53	19q13.33	-0.09556962025316408	0.4021306830427873	0.6519299037846586
CGA	6q14.3	0.09556556662402181	0.4021507366683197	0.6519299037846586
SNTG1	8q11.21	-0.09554527750730245	0.4022511173780672	0.6519795488726446
WDSUB1	2q24.2	0.0955452775073024	0.4022511173780672	0.6519795488726446
SLC34A1	5q35.3	0.09552896650930161	0.4023318269665864	0.6520538270752905
C2CD2	21q22.3	0.09552093476144076	0.4023715729170373	0.6520617089326552
SLC10A5	8q21.13	0.09549659201557908	0.4024920496579265	0.6522004060554456
PERM1	1p36.33	-0.09542205788946509	0.40286106462483295	0.6527417769811912
KIF20A	5q31.2	-0.09539922103213291	0.40297416860520163	0.6528684463283961
TTC16	9q34.11	-0.09538304747534089	0.40305428257556286	0.6529416504190134
NIBAN1	1q25.3	0.09537487828627109	0.40309475132906125	0.6529506227551249
ARL6IP4	12q24.31	-0.09532619279454732	0.40333598034876006	0.6532847656753636
TFF2	21q22.3	0.09531443015076181	0.4033942751267078	0.6533225771047955
TOX3	16q12.1	0.09530185004868541	0.403456626641026	0.6533669515551156
ATP5F1A	18q21.1	-0.09527750730282344	0.4035772941191813	0.6535057483515121
GLRX	5q15	-0.09518013631937625	0.4040601758548522	0.6542309975967737
OR1L6	9q33.2	-0.095143215185997	0.40424336357383484	0.654470915926355
DHX38	16q22.2	-0.09513145082765294	0.404301743791343	0.6545087465741383
SLC14A1	18q12.3	0.0951071080817917	0.4044225595204489	0.6545909520405016
AQP11	11q14.1	0.09510710808179171	0.4044225595204489	0.6545909520405016
ZNF251	8q24.3	-0.09505203596205118	0.4046959666438704	0.6549767709501186
HEYL	1p34.2	0.09503407984420688	0.40478513372950087	0.6550643671375258
CLDN22	4q35.1	0.09498539435248324	0.40502695570220426	0.6553422386342339
GPLD1	6p22.3	-0.09498539435248321	0.40502695570220426	0.6553422386342339
SOCS1	16p13.13	-0.09497380096208576	0.4050845528219783	0.6553787039900676
TLN1	9p13.3	0.0949610516066209	0.40514789843310794	0.6554244626058059
PCDHGA10	5q31.3	-0.09493670886075944	0.40526886232462067	0.6555634167042345
KLRG2	7q34	-0.09492240729816924	0.40533993946896774	0.6555836211890882
HPCAL4	1p34.2	0.09491236611489795	0.40538984737491646	0.6555836211890882
LARP6	15q23	-0.09491236611489796	0.40538984737491646	0.6555836211890882
CPNE6	14q11.2	-0.09490597059753021	0.40542163702700795	0.6555836211890882
ECT2	3q26.31	0.09488802336903648	0.405510853582179	0.6556711691040283
FAM120AOS	9q22.31	0.09486368062317399	0.40563188094457714	0.6558101323730307
RNASEH1	2p25.3	0.09483933787731244	0.4057529294602835	0.6559491058030857
UQCRFS1	19q12	-0.09481499513145086	0.40587399912746513	0.6560880893885944
TAF13	1p13.3	0.09479065238558924	0.4059950899442881	0.656113617733948
ZNF621	3p22.1	-0.09479065238558924	0.4059950899442881	0.656113617733948
IQUB	7q31.32	0.09479065238558924	0.4059950899442881	0.656113617733948
CLIC6	21q22.12	0.09477905781004226	0.40605277356097136	0.6561391670080696
LAMTOR3	4q23	0.09476630963972756	0.40611620190891595	0.6561391670080696
TMOD1	9q22.33	0.09476630963972761	0.40611620190891595	0.6561391670080696
HYAL2	3p21.31	0.09474196689386591	0.40623733501952075	0.6561923683048473
IL20RB	3q22.3	-0.09474196689386592	0.40623733501952075	0.6561923683048473
CHAD	17q21.33	-0.09471820057502944	0.4063556201428782	0.6561923683048473
NT5DC1	6q22.1	0.09471762414800422	0.406358489274254	0.6561923683048473
GRAMD1A	19q13.11	-0.0947176241480042	0.406358489274254	0.6561923683048473
DCST1	1q21.3	-0.09471737033689823	0.4063597526077629	0.6561923683048473
FAM24A	10q26.13	0.09469997922283763	0.4064463215798193	0.656272618042854
DLGAP4	20q11.23	-0.09469328140214246	0.40647966467127605	0.656272618042854
STK25	2q37.3	-0.09462025316455708	0.4068433176976297	0.6568030173349851
MMRN2	10q23.2	0.09460742614220476	0.40690721106232886	0.6568126975518694
RAB41	Xq13.1	0.09459648610500213	0.4069617097013969	0.6568126975518694
LAMC2	1q25.3	-0.09459591041869522	0.4069645776453451	0.6568126975518694
GOLGA6L1	15q11.2	0.09459083531532538	0.40698986121774483	0.6568126975518694
FBP1	9q22.32	-0.09457156767283333	0.40708585872611214	0.6569109079046282
DKK4	8p11.21	0.09455327939871046	0.40717698895687626	0.6569836267803743
TRAF7	16p13.3	-0.09454722492697143	0.4072071609380722	0.6569836267803743
FAHD1	16p13.3	0.0945228821811104	0.4073284842793622	0.6569836267803743
PEA15	1q23.2	-0.0945228821811104	0.4073284842793622	0.6569836267803743
MEAF6	1p34.3	0.09452288218111042	0.4073284842793622	0.6569836267803743
PRAMEF22	1p36.21 alternate reference locus	-0.09451874210221202	0.40734912038106497	0.6569836267803743
LPO	17q22	-0.09451316019434697	0.40737694420431814	0.6569836267803743
MTX2	2q31.1	0.09449853943524843	0.4074498287481355	0.6569878071930387
RBM19	12q24.13-q24.21	-0.09449853943524841	0.4074498287481355	0.6569878071930387
SLC46A1	17q11.2	-0.09447419668938643	0.4075711943425241	0.6571268186859412
SRGAP1	12q14.2	0.09437682570594	0.40805686793892226	0.6577791712489189
CLEC4G	19p13.2	0.0943648403168543	0.40811667283114517	0.6577791712489189
CHRM5	15q14	0.0943639690497132	0.40812102049388066	0.6577791712489189
TYMP	22q13.33	-0.09435248296007784	0.40817833913338974	0.6577791712489189
CYB5RL	1p32.3	-0.09435248296007782	0.40817833913338974	0.6577791712489189
ACAD10	12q24.12	-0.09432814021421661	0.4082998314422558	0.6577791712489189
KCNE3	11q13.4	0.09432814021421654	0.40829983144226145	0.6577791712489189
KHDC4	1q22	-0.09432814021421566	0.40829983144226145	0.6577791712489189
RHOF	12q24.31	-0.09432814021421658	0.40829983144226145	0.6577791712489189
LCE5A	1q21.3	-0.09431970007721642	0.4083419602853713	0.6577791712489189
OVCH1	12p11.22	0.09431550954734824	0.4083628782080835	0.6577791712489189
OR51I1	11p15.4	-0.0942892729991623	0.40849385774875524	0.6579334553590799
ADGRL1	19p13.12	-0.09427945472249306	0.40854287939568745	0.6579379694483162
LDLRAD1	1p32.3	-0.09427461308112647	0.40856705447793584	0.6579379694483162
DHX57	2p22.1	0.09425511197663078	0.40866443503649685	0.6580149761772025
HPSE2	10q24.2	0.0942509386894435	0.40868527648945174	0.6580149761772025
TTPAL	20q13.12	0.0942064264849071	0.4089076096368679	0.6583162472605264
ABHD15	17q11.2	0.09418208373904567	0.40902922859266033	0.6584553367277471
BAG3	10q26.11	0.09415774099318422	0.40915086864967254	0.6585377292636756
AZGP1	7q22.1	-0.09415774099318423	0.40915086864967254	0.6585377292636756
IL4I1	19q13.33	-0.0941333982473218	0.4092725298060129	0.6586245729673574
ZSWIM5	1p34.1	-0.09413284555209829	0.40927529233343085	0.6586245729673574
MTRNR2L4	16p13.3	0.09410696622413596	0.40940465672796034	0.6587323448108017
RP1	8q11.23-q12.1	0.09410534896989955	0.40941274177563225	0.6587323448108017
CDK2	12q13.2	-0.09408471275559875	0.4095159154090996	0.6588416392755228
EPB41	1p35.3	0.09406037000973717	0.4096376398520547	0.6589020686240344
PGBD2	1q	-0.09406037000973717	0.4096376398520547	0.6589020686240344
SLC30A3	2p23.3	-0.09405605434994652	0.40965922225156626	0.6589020686240344
ADCK5	8q24.3	-0.09403659954287802	0.4097565230019288	0.658949775553537
STAG3L4	7q11.21	-0.0940360272638756	0.40975938538673906	0.658949775553537
GYG2	Xp22.33	-0.09401168451801395	0.4098811520112696	0.6590888924341216
TRIM68	11p15.4	-0.09398734177215227	0.4100029397237219	0.6591146329769121
STX1A	7q11.23	-0.09398734177215229	0.4100029397237219	0.6591146329769121
ADM	11p15.4	-0.09398734177215227	0.4100029397237219	0.6591146329769121
CRP	1q23.2	-0.09396084262606606	0.41013553996164254	0.6592711022876416
ABCB9	12q24.31	-0.09393865628042887	0.4102465784048036	0.659392888230524
RNMT	18p11.21	0.09391431353456714	0.41036842936960227	0.659399418367627
GOLGA8IP	15q11.2	0.09391431353456617	0.41036842936960805	0.659399418367627
MEAK7	16q24.1	-0.09388997078870531	0.4104903014146931	0.659399418367627
BRAT1	7p22.3	-0.09388997078870533	0.4104903014146931	0.659399418367627
CCNE2	8q22.1	-0.09388997078870534	0.4104903014146931	0.659399418367627
ZNF396	18q12.2	0.0938899707887053	0.4104903014146931	0.659399418367627
SLC22A8	11q12.3	0.09388851956818439	0.41049756762125267	0.659399418367627
C1ORF116	1q32.1	-0.09386562804284351	0.41061219453815356	0.6595268733890449
FOXP2	7q31.1	0.09382265247733251	0.4108274405232041	0.6598159073546055
TBX2	17q23.2	-0.09379259980525792	0.4109780003596035	0.6600010103713118
LARP4B	10p15.3	0.09376825705939598	0.41109997777736174	0.6600267873050093
PCOLCE	7q22.1	-0.093768257059396	0.41109997777736174	0.6600267873050093
MRPL52	14q11.2	-0.09376825705939598	0.41109997777736174	0.6600267873050093
SHISA9	16p13.12	0.09374961979507235	0.4111933802242015	0.6600634840373618
NBPF4	1p13.3	-0.09374960469084802	0.4111934559254843	0.6600634840373618
CLEC4F	2p13.3	-0.09370663489998596	0.4114088502543988	0.6603525363047807
CYP3A7	7q22.1	-0.09369904825047902	0.411446886609384	0.6603568860126398
PTH1R	3p21.31	0.09367088607594888	0.41158809811671604	0.6604701105756522
TRAF3IP2	6q21	-0.09367088607594887	0.41158809811671604	0.6604701105756522
PITX2	4q25	0.0936583857803028	0.4116507864569957	0.6604976059743215
RD3	1q32.3	0.09365337826335667	0.4116759004550805	0.6604976059743215
EEF2K	16p12.2	0.09359785783836447	0.41195440951884044	0.6608310115108285
KBTBD3	11q22.3	0.09359785783836443	0.41195440951884044	0.6608310115108285
CARNS1	11q13.2	-0.09357408455677495	0.4120736977603566	0.6608839086403114
COQ5	12q24.31	-0.0935735150925023	0.41207655543257216	0.6608839086403114
TMEM132D	12q24.33	0.09357014869651283	0.41209344883707644	0.6608839086403114
DYDC2	10q23.1	0.09356191785991445	0.4121347548987485	0.6608934522880935
FUOM	10q26.3	-0.09353052174829025	0.4122923368900836	0.6610894367375478
PHLDB3	19q13.31	-0.09351834963458075	0.41235344005070684	0.6611307020214309
PARS2	1p32.3	-0.09350048685491746	0.41244311948558354	0.6611610695947185
DNM3	1q24.3	0.09350048685491744	0.41244311948558354	0.6611610695947185
PLA2G6	22q13.1	-0.09346454153375103	0.4126236160103224	0.6613828293064973
RASSF5	1q32.1	0.0934518013631938	0.4126876007613002	0.6613828293064973
FTSJ3	17q23.3	-0.0934518013631938	0.4126876007613002	0.6613828293064973
RAN	12q24.33	0.09342745861733238	0.41280987296540883	0.6615220707537409
SLC6A13	12p13.33	-0.093403684298737	0.41292931030254587	0.6616567458842354
BCHE	3q26.1	0.09337877312560854	0.41305448049635374	0.661674150440926
DPP4	2q24.2	-0.09337877312560859	0.41305448049635374	0.661674150440926
PTP4A3	8q24.3	-0.09337877312560855	0.41305448049635374	0.661674150440926
NPVF	7p15.3	-0.09337334462694676	0.4130817597841763	0.661674150440926
DYNLRB2	16q23.2	-0.09335443037974704	0.41317681581926224	0.6617697042335249
OR10A5	11p15.4	-0.09329270946828386	0.4134870907038838	0.6621825345970229
CD28	2q33.2	0.09328140214216141	0.41354394799417893	0.6621825345970229
MTRNR2L10	Xp11.21	-0.0932659498157271	0.4136216551696723	0.6621825345970229
AQP4	18q11.2	0.09325705939629982	0.4136663674479879	0.6621825345970229
PWP2	21q22.3	-0.0932570593962998	0.4136663674479879	0.6621825345970229
UGGT2	13q32.1	0.0932570593962998	0.4136663674479879	0.6621825345970229
KCNK18	10q25.3	0.0932464079243646	0.41371994021982184	0.6621825345970229
FGF16	Xq21.1	0.09323684100530447	0.41376806154325196	0.6621825345970229
BRD9	5p15.33	-0.09323271665043815	0.41378880792958994	0.6621825345970229
TUBB4B	9q34.3	-0.09323271665043815	0.41378880792958994	0.6621825345970229
ZNF574	19q13.2	-0.0932083739045765	0.41391126943702206	0.6622651168010145
MFAP1	15q15.3	0.09320837390457647	0.41391126943702206	0.6622651168010145
SULT1C3	2q12.3	0.09316315807148741	0.41413879336730375	0.6625724464579774
LAT2	7q11.23	-0.09313534566699128	0.4142787800944706	0.662682974183291
C1ORF115	1q41	0.09313534566699128	0.4142787800944706	0.662682974183291
GALC	14q31.3	0.09311100292112948	0.41440132568540233	0.662822279544556
PEAK3	19p13.3	0.0930821459478102	0.414546623900811	0.6629527128393238
TAS2R4	7q34	0.09308072007177427	0.41455380411805787	0.6629527128393238
NCKAP5L	12q13.12	-0.0930623174294058	0.41464647991303505	0.6630441958096119
OR5AK2	11q12.1	-0.09304628530535917	0.4147272275542423	0.6631165909393081
PABPC1L2A	Xq13.2	0.09302815589308239	0.4148185494091251	0.6632058795847396
STXBP1	9q34.11	0.09301363193768294	0.41489171818842374	0.6632661325661682
ZNF705A	12p13.31	-0.09299155288911289	0.41500296233985834	0.6633487470464606
MRC2	17q23.2	-0.09298928919182102	0.41501436883904974	0.6633487470464606
CMC2	16q23.2	-0.092964946445959	0.4151370404956327	0.6634880897729876
BCKDHA	19q13.2	-0.09289191820837385	0.4155051814811175	0.6639629301954633
KCTD18	2q33.1	0.09289191820837384	0.4155051814811175	0.6639629301954633
PDZD9	16p12.2	0.09288031207762122	0.41556370628767136	0.6639996890020892
GPSM3	6p21.32	-0.09286757546251174	0.41562793714151935	0.6640455580330274
CTSW	11q13.1	-0.09285053868355185	0.4157138627430015	0.6641260777929174
ARHGEF33	2p22.1	0.09284323271665058	0.4157507137978599	0.6641281911659028
FRYL	4p11	0.09281888997078841	0.41587351144813733	0.6641926308072564
CPOX	3q11.2	0.09281888997078841	0.41587351144813733	0.6641926308072564
JRKL	11q21	-0.09281410565874063	0.4158976485100806	0.6641926308072564
EXOC3L4	14q32.32	0.0928047962728711	0.41594461708975095	0.6642108941789436
TYSND1	10q22.1	-0.09277020447906491	0.4161191697224407	0.6644328726079767
POTEG	14q11.2	0.09274071457592321	0.41626801132126845	0.6645981811160121
PRR30	2p23.3	-0.09272903607178193	0.416326963644156	0.6645981811160121
KTI12	1p32.3	-0.09272151898734135	0.4163649119483025	0.6645981811160121
ZBTB12	6p21.33	-0.09272151898734136	0.4163649119483025	0.6645981811160121
PDLIM7	5q35.3	-0.09269717624148002	0.4164878145380181	0.6646044077445454
AGBL2	11p11.2	-0.09269717624148	0.4164878145380181	0.6646044077445454
GBF1	10q24.32	0.09269717624148001	0.4164878145380181	0.6646044077445454
ZNF517	8q24.3	-0.09269257902780943	0.41651102748233826	0.6646044077445454
SH3RF3	2q13	0.092626402812323	0.4168452573152729	0.6650809487021506
TMC8	17q25.3	-0.09259980525803332	0.4169796346949285	0.6651250372346018
INAVA	1q32.1	-0.0925998052580333	0.4169796346949285	0.6651250372346018
ABCC3	17q21.33	0.09259980525803331	0.4169796346949285	0.6651250372346018
KRT26	17q21.2	-0.0925817281059289	0.4170709792014873	0.6652077203438022
ZNF703	8p11.23	0.09257546251217087	0.4171026421735251	0.6652077203438022
PRDM14	8q13.3	0.09253389238033047	0.4173127506545298	0.6653490261593509
LDHB	12p12.1	0.09252677702044775	0.41734872004373247	0.6653490261593509
CEP43	6q27	-0.09252677702044776	0.41734872004373247	0.6653490261593509
LRRC20	10q22.1	-0.09252677702044773	0.41734872004373247	0.6653490261593509
MARCHF11	5p15.1	0.09251752269935062	0.4173955049363024	0.6653490261593509
RARA	17q21.2	-0.09250243427458613	0.4174717904312637	0.6653490261593509
DNAJC16	1p36.21	0.09250243427458613	0.4174717904312637	0.6653490261593509
OR2L2	1q44	0.09247945068605887	0.41758800852661404	0.6653490261593509
DNASE2B	1p31.1-p22.3	-0.09247809152872452	0.4175948817843683	0.6653490261593509
ZNF8	19q13.43	-0.09247809152872453	0.4175948817843683	0.6653490261593509
SLC43A2	17p13.3	0.09247809152872452	0.4175948817843683	0.6653490261593509
WSCD2	12q23.3	0.09247344763530853	0.4176183664434635	0.6653490261593509
POLQ	3q13.33	-0.09245374878286283	0.4177179941010034	0.6653943301005587
IRX5	16q12.2	-0.09245374878286285	0.4177179941010034	0.6653943301005587
TPH1	11p15.1	-0.09242940603700113	0.4178411273791174	0.6655337588699592
TGIF1	18p11.31	0.09240506329113947	0.41796428161666854	0.6655971078570534
EXT1	8q24.11	0.09240506329113946	0.41796428161666854	0.6655971078570534
ALKAL1	8q11.23	0.09238710494086645	0.4180551495062995	0.6655971078570534
KIF5A	12q13.3	-0.0923807205452777	0.4180874568116101	0.6655971078570534
TPX2	20q11.21	-0.09238072054527767	0.4180874568116101	0.6655971078570534
GARIN6	12q23.1	0.09237932079703	0.41809454022669024	0.6655971078570534
SUCLG1	2p11.2	-0.09235637779941591	0.418210652961885	0.6656379837532622
STK35	20p13	-0.09235637779941588	0.418210652961885	0.6656379837532622
TAS2R30	12p13.2	0.09233763419995974	0.41830552668250665	0.6656379837532622
LINC02875	17q23.2	-0.09233402569532147	0.41832379313070667	0.6656379837532622
KLRK1	12p13.2	-0.0923320350535541	0.41833387006544287	0.6656379837532622
ZNF274	19q13.43	-0.0923320350535541	0.41833387006544287	0.6656379837532622
TBC1D3	17q12	-0.09230769230769227	0.4184571081202253	0.6657207423056486
LRRN2	1q32.1	-0.09230769230769222	0.4184571081202253	0.6657207423056486
B3GAT1	11q25	-0.09228334956183036	0.4185803671241807	0.6658601653180418
KIF4B	5q33.2	-0.09218422243855959	0.4190825116227357	0.6666022285367426
HIRA	22q11.21	0.09216163583252152	0.41919697630933717	0.6666969046115799
C3ORF49	3p14.1	0.09214850950804065	0.41926350634350706	0.6666969046115799
GAGE1	Xp11.23	-0.09214522237326028	0.41928016795356904	0.6666969046115799
ENDOD1	11q21	0.09213729308666042	0.4193203609649786	0.6666969046115799
UNG	12q24.11	-0.09213729308666041	0.4193203609649786	0.6666969046115799
LALBA	12q13.11	0.09210817216102997	0.4194679920032821	0.6668624725969607
EPHA8	1p36.12	-0.09209080410574799	0.41955605511517713	0.6668624725969607
PWWP2B	10q26.3	0.09208860759493719	0.41956719307830426	0.6668624725969607
LPAR1	9q31.3	0.0920886075949362	0.41956719307831036	0.6668624725969607
EIPR1	2p25.3	-0.092064264849075	0.4196906405318358	0.6669408261315527
PRAMEF6	1p36.21	0.09206207886840176	0.41970172714788767	0.6669408261315527
DDX42	17q23.3	0.09203992210321282	0.4198141089138413	0.6669408261315527
IMP4	2q21.1	-0.09203992210321285	0.4198141089138413	0.6669408261315527
DUSP13B	10q22.2	-0.09202097890393972	0.4199102048361393	0.6669408261315527
CALHM3	10q24.33	0.09201601513974628	0.41993538734001246	0.6669408261315527
CFLAR	2q33.1	0.09201557935735159	0.4199375982222423	0.6669408261315527
TNFAIP8L3	15q21.2	0.09201557935735159	0.4199375982222423	0.6669408261315527
ITGA11	15q23	0.09201557935735162	0.4199375982222423	0.6669408261315527
